BudgetDate,GLAccountNumber,JobNumber,DailyBudgetID,BudgetedHours,BudgetedDollars,FICA,FUTA,SUTA,WorkmansCompensation,Medicare
9/7/2016,4000,3004,1609,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/8/2016,4000,3004,1610,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/9/2016,4000,3004,1611,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/12/2016,4000,3004,1612,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/13/2016,4000,3004,1613,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/14/2016,4000,3004,1614,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/15/2016,4000,3004,1615,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/16/2016,4000,3004,1616,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/19/2016,4000,3004,1617,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/20/2016,4000,3004,1618,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/21/2016,4000,3004,1619,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/22/2016,4000,3004,1620,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/23/2016,4000,3004,1621,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/26/2016,4000,3004,1622,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/27/2016,4000,3004,1623,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/28/2016,4000,3004,1624,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/29/2016,4000,3004,1625,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/30/2016,4000,3004,1626,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/3/2016,4000,3004,1627,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/4/2016,4000,3004,1628,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/5/2016,4000,3004,1629,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/6/2016,4000,3004,1630,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/7/2016,4000,3004,1631,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/10/2016,4000,3004,1632,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/11/2016,4000,3004,1633,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/12/2016,4000,3004,1634,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/13/2016,4000,3004,1635,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/14/2016,4000,3004,1636,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/17/2016,4000,3004,1637,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/18/2016,4000,3004,1638,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/19/2016,4000,3004,1639,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/20/2016,4000,3004,1640,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/21/2016,4000,3004,1641,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/24/2016,4000,3004,1642,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/25/2016,4000,3004,1643,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/26/2016,4000,3004,1644,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/27/2016,4000,3004,1645,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/28/2016,4000,3004,1646,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/31/2016,4000,3004,1647,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/1/2016,4000,3004,1648,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/2/2016,4000,3004,1649,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/3/2016,4000,3004,1650,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/4/2016,4000,3004,1651,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/7/2016,4000,3004,1652,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/8/2016,4000,3004,1653,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/9/2016,4000,3004,1654,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/10/2016,4000,3004,1655,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/11/2016,4000,3004,1656,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/14/2016,4000,3004,1657,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/15/2016,4000,3004,1658,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/16/2016,4000,3004,1659,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/17/2016,4000,3004,1660,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/18/2016,4000,3004,1661,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/21/2016,4000,3004,1662,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/22/2016,4000,3004,1663,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/23/2016,4000,3004,1664,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/24/2016,4000,3004,1665,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/25/2016,4000,3004,1666,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/28/2016,4000,3004,1667,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/29/2016,4000,3004,1668,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/30/2016,4000,3004,1669,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
12/1/2016,4000,3004,1670,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
12/2/2016,4000,3004,1671,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
12/5/2016,4000,3004,1672,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
12/6/2016,4000,3004,1673,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/7/2016,4000,3031,1870,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/8/2016,4000,3031,1871,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/9/2016,4000,3031,1872,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/12/2016,4000,3031,1873,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/13/2016,4000,3031,1874,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/14/2016,4000,3031,1875,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/15/2016,4000,3031,1876,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/16/2016,4000,3031,1877,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/19/2016,4000,3031,1878,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/20/2016,4000,3031,1879,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/21/2016,4000,3031,1880,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/22/2016,4000,3031,1881,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/23/2016,4000,3031,1882,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/26/2016,4000,3031,1883,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/27/2016,4000,3031,1884,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/28/2016,4000,3031,1885,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/29/2016,4000,3031,1886,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/30/2016,4000,3031,1887,15.5000,131.7500,8.1700,0.7900,6.0200,6.5300,1.9100
9/7/2016,4000,3036,2131,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/8/2016,4000,3036,2132,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/9/2016,4000,3036,2133,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/12/2016,4000,3036,2134,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/13/2016,4000,3036,2135,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/14/2016,4000,3036,2136,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/15/2016,4000,3036,2137,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/16/2016,4000,3036,2138,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/19/2016,4000,3036,2139,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/20/2016,4000,3036,2140,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/21/2016,4000,3036,2141,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/22/2016,4000,3036,2142,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/23/2016,4000,3036,2143,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/26/2016,4000,3036,2144,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/27/2016,4000,3036,2145,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/28/2016,4000,3036,2146,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/29/2016,4000,3036,2147,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/30/2016,4000,3036,2148,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/3/2016,4000,3036,2149,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/4/2016,4000,3036,2150,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/5/2016,4000,3036,2151,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/6/2016,4000,3036,2152,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/7/2016,4000,3036,2153,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/10/2016,4000,3036,2154,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/11/2016,4000,3036,2155,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/12/2016,4000,3036,2156,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/13/2016,4000,3036,2157,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/14/2016,4000,3036,2158,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/17/2016,4000,3036,2159,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/18/2016,4000,3036,2160,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/19/2016,4000,3036,2161,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/20/2016,4000,3036,2162,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/21/2016,4000,3036,2163,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/24/2016,4000,3036,2164,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/25/2016,4000,3036,2165,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/26/2016,4000,3036,2166,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/27/2016,4000,3036,2167,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/28/2016,4000,3036,2168,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
10/31/2016,4000,3036,2169,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/1/2016,4000,3036,2170,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/2/2016,4000,3036,2171,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/3/2016,4000,3036,2172,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/4/2016,4000,3036,2173,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/7/2016,4000,3036,2174,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/8/2016,4000,3036,2175,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/9/2016,4000,3036,2176,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/10/2016,4000,3036,2177,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/11/2016,4000,3036,2178,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/14/2016,4000,3036,2179,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/15/2016,4000,3036,2180,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/16/2016,4000,3036,2181,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/17/2016,4000,3036,2182,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/18/2016,4000,3036,2183,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/21/2016,4000,3036,2184,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/22/2016,4000,3036,2185,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/23/2016,4000,3036,2186,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/24/2016,4000,3036,2187,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/25/2016,4000,3036,2188,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/28/2016,4000,3036,2189,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/29/2016,4000,3036,2190,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
11/30/2016,4000,3036,2191,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
12/1/2016,4000,3036,2192,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
12/2/2016,4000,3036,2193,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
12/5/2016,4000,3036,2194,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
12/6/2016,4000,3036,2195,3.0000,25.5000,1.5800,0.1500,1.1600,1.2600,0.3800
9/7/2016,4000,5000,2392,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/8/2016,4000,5000,2393,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/9/2016,4000,5000,2394,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/12/2016,4000,5000,2395,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/13/2016,4000,5000,2396,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/14/2016,4000,5000,2397,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/15/2016,4000,5000,2398,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/16/2016,4000,5000,2399,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/19/2016,4000,5000,2400,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/20/2016,4000,5000,2401,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/21/2016,4000,5000,2402,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/22/2016,4000,5000,2403,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/23/2016,4000,5000,2404,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/26/2016,4000,5000,2405,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/27/2016,4000,5000,2406,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/28/2016,4000,5000,2407,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/29/2016,4000,5000,2408,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/30/2016,4000,5000,2409,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/3/2016,4000,5000,2410,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/4/2016,4000,5000,2411,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/5/2016,4000,5000,2412,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/6/2016,4000,5000,2413,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/7/2016,4000,5000,2414,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/10/2016,4000,5000,2415,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/11/2016,4000,5000,2416,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/12/2016,4000,5000,2417,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/13/2016,4000,5000,2418,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/14/2016,4000,5000,2419,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/17/2016,4000,5000,2420,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/18/2016,4000,5000,2421,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/19/2016,4000,5000,2422,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/20/2016,4000,5000,2423,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/21/2016,4000,5000,2424,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/24/2016,4000,5000,2425,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/25/2016,4000,5000,2426,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/26/2016,4000,5000,2427,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/27/2016,4000,5000,2428,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/28/2016,4000,5000,2429,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
10/31/2016,4000,5000,2430,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/1/2016,4000,5000,2431,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/2/2016,4000,5000,2432,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/3/2016,4000,5000,2433,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/4/2016,4000,5000,2434,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/7/2016,4000,5000,2435,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/8/2016,4000,5000,2436,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/9/2016,4000,5000,2437,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/10/2016,4000,5000,2438,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/11/2016,4000,5000,2439,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/14/2016,4000,5000,2440,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/15/2016,4000,5000,2441,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/16/2016,4000,5000,2442,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/17/2016,4000,5000,2443,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/18/2016,4000,5000,2444,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/21/2016,4000,5000,2445,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/22/2016,4000,5000,2446,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/23/2016,4000,5000,2447,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/24/2016,4000,5000,2448,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/25/2016,4000,5000,2449,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/28/2016,4000,5000,2450,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/29/2016,4000,5000,2451,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
11/30/2016,4000,5000,2452,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
12/1/2016,4000,5000,2453,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
12/2/2016,4000,5000,2454,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
12/5/2016,4000,5000,2455,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
12/6/2016,4000,5000,2456,8.0000,68.0000,4.2200,0.4100,3.1100,3.3700,0.9800
9/7/2016,4000,3025,2725,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/8/2016,4000,3025,2726,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/9/2016,4000,3025,2727,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/10/2016,4000,3025,2728,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
9/11/2016,4000,3025,2729,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
9/12/2016,4000,3025,2730,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/13/2016,4000,3025,2731,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/14/2016,4000,3025,2732,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/15/2016,4000,3025,2733,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/16/2016,4000,3025,2734,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/17/2016,4000,3025,2735,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
9/18/2016,4000,3025,2736,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
9/19/2016,4000,3025,2737,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/20/2016,4000,3025,2738,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/21/2016,4000,3025,2739,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/22/2016,4000,3025,2740,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/23/2016,4000,3025,2741,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/24/2016,4000,3025,2742,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
9/25/2016,4000,3025,2743,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
9/26/2016,4000,3025,2744,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/27/2016,4000,3025,2745,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/28/2016,4000,3025,2746,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/29/2016,4000,3025,2747,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
9/30/2016,4000,3025,2748,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/1/2016,4000,3025,2749,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
10/2/2016,4000,3025,2750,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
10/3/2016,4000,3025,2751,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/4/2016,4000,3025,2752,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/5/2016,4000,3025,2753,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/6/2016,4000,3025,2754,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/7/2016,4000,3025,2755,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/8/2016,4000,3025,2756,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
10/9/2016,4000,3025,2757,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
10/10/2016,4000,3025,2758,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/11/2016,4000,3025,2759,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/12/2016,4000,3025,2760,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/13/2016,4000,3025,2761,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/14/2016,4000,3025,2762,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/15/2016,4000,3025,2763,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
10/16/2016,4000,3025,2764,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
10/17/2016,4000,3025,2765,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/18/2016,4000,3025,2766,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/19/2016,4000,3025,2767,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/20/2016,4000,3025,2768,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/21/2016,4000,3025,2769,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/22/2016,4000,3025,2770,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
10/23/2016,4000,3025,2771,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
10/24/2016,4000,3025,2772,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/25/2016,4000,3025,2773,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/26/2016,4000,3025,2774,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/27/2016,4000,3025,2775,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/28/2016,4000,3025,2776,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
10/29/2016,4000,3025,2777,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
10/30/2016,4000,3025,2778,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
10/31/2016,4000,3025,2779,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
11/1/2016,4000,3025,2780,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
11/2/2016,4000,3025,2781,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
11/3/2016,4000,3025,2782,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
11/4/2016,4000,3025,2783,85.5000,726.7500,45.0600,4.3600,33.2100,36.0100,10.5400
11/5/2016,4000,3025,2784,24.0000,204.0000,12.6500,1.2200,9.3200,10.1100,2.9600
