MonthlyBudget,Period1,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,Period12,GLAccountNumber,FiscalYear,BudgetType,JobNumber
100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,4090,2016,Supplies,3006
21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,4022,2016,Other,3006
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4060,2016,Other,3006
21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,4021,2016,Other,3006
5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,4003,2016,Other,3006
51.0000,51.0000,50.0000,50.0000,50.0000,50.0000,50.0000,49.0000,49.0000,49.0000,49.0000,49.0000,48.0000,4003,2017,Other,3008
109.0000,109.0000,109.0000,109.0000,109.0000,109.0000,109.0000,109.0000,109.0000,109.0000,109.0000,109.0000,109.0000,4003,2016,Other,3008
1009.0000,1009.0000,1009.0000,1009.0000,1009.0000,1009.0000,1009.0000,1009.0000,1009.0000,1009.0000,1009.0000,1009.0000,1009.0000,4010,2016,Other,3008
1331.0000,1331.0000,1358.0000,1377.0000,1388.0000,1392.0000,1388.0000,1377.0000,1358.0000,1331.0000,1296.0000,1253.0000,1203.0000,4021,2017,Other,3008
1078.0000,1078.0000,1044.0000,1011.0000,978.0000,945.0000,911.0000,878.0000,845.0000,812.0000,779.0000,745.0000,712.0000,4020,2017,Sub-contracted Labor,3008
643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,4021,2016,Other,3008
214.0000,214.0000,214.0000,214.0000,214.0000,214.0000,214.0000,214.0000,214.0000,214.0000,214.0000,214.0000,214.0000,4060,2016,Other,3008
126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,4001,2016,Other,3008
258.0000,258.0000,274.0000,290.0000,305.0000,321.0000,336.0000,352.0000,367.0000,382.0000,397.0000,412.0000,426.0000,4070,2017,Other,3008
643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,643.0000,4022,2016,Other,3008
312.0000,312.0000,370.0000,433.0000,500.0000,572.0000,648.0000,729.0000,815.0000,905.0000,1000.0000,1009.0000,1203.0000,4022,2017,Other,3008
20279.0000,20279.0000,20195.0000,20110.0000,20025.0000,19940.0000,19855.0000,19770.0000,19686.0000,19601.0000,19516.0000,19431.0000,19346.0000,4000,2017,Other,3008
520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,4022,2016,Other,3012
2452.0000,2452.0000,2452.0000,2452.0000,2452.0000,2452.0000,2452.0000,2452.0000,2452.0000,2452.0000,2452.0000,2452.0000,2452.0000,4090,2016,Supplies,3012
174.0000,174.0000,174.0000,174.0000,174.0000,174.0000,174.0000,174.0000,174.0000,174.0000,174.0000,174.0000,174.0000,4001,2016,Other,3012
173.0000,173.0000,173.0000,173.0000,173.0000,173.0000,173.0000,173.0000,173.0000,173.0000,173.0000,173.0000,173.0000,4060,2016,Other,3012
520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,520.0000,4021,2016,Other,3012
150.0000,150.0000,150.0000,150.0000,150.0000,150.0000,150.0000,150.0000,150.0000,150.0000,150.0000,150.0000,150.0000,4003,2016,Other,3012
4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4003,2016,Other,3013
17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,4021,2016,Other,3013
6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,4060,2016,Other,3013
17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,4022,2016,Other,3013
44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,4022,2016,Other,3015
254.0000,254.0000,254.0000,254.0000,254.0000,254.0000,254.0000,254.0000,254.0000,254.0000,254.0000,254.0000,254.0000,4090,2016,Supplies,3015
14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,4001,2016,Other,3015
15.0000,15.0000,15.0000,15.0000,15.0000,15.0000,15.0000,15.0000,15.0000,15.0000,15.0000,15.0000,15.0000,4060,2016,Other,3015
12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,4003,2016,Other,3015
44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,44.0000,4021,2016,Other,3015
282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,4021,2016,Other,3016
80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,4003,2016,Other,3016
94.0000,94.0000,94.0000,94.0000,94.0000,94.0000,94.0000,94.0000,94.0000,94.0000,94.0000,94.0000,94.0000,4060,2016,Other,3016
93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,4001,2016,Other,3016
1790.0000,1790.0000,1790.0000,1790.0000,1790.0000,1790.0000,1790.0000,1790.0000,1790.0000,1790.0000,1790.0000,1790.0000,1790.0000,4090,2016,Supplies,3016
282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,282.0000,4022,2016,Other,3016
32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,4022,2016,Other,3017
373.0000,373.0000,373.0000,373.0000,373.0000,373.0000,373.0000,373.0000,373.0000,373.0000,373.0000,373.0000,373.0000,4090,2016,Supplies,3017
14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,4001,2016,Other,3017
12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,4060,2016,Other,3017
12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,4003,2016,Other,3017
32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,4021,2016,Other,3017
32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,4090,2016,Supplies,3020
300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,4090,2016,Supplies,3022
22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,4022,2016,Other,3022
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4060,2016,Other,3022
300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,4090,2017,Supplies,3022
9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,4001,2016,Other,3022
22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,4021,2016,Other,3022
8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,4003,2016,Other,3022
1610.0000,1610.0000,1610.0000,1610.0000,1610.0000,1610.0000,1610.0000,1610.0000,1610.0000,1610.0000,1610.0000,1610.0000,1610.0000,4020,2016,Sub-contracted Labor,3024
3354.0000,3354.0000,3354.0000,3354.0000,3354.0000,3354.0000,3354.0000,3354.0000,3354.0000,3354.0000,3354.0000,3354.0000,3354.0000,4090,2016,Supplies,3024
1800.0000,1800.0000,1800.0000,1800.0000,1800.0000,1800.0000,1800.0000,1800.0000,1800.0000,1800.0000,1800.0000,1800.0000,1800.0000,4090,2016,Supplies,3025
1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,4022,2016,Other,3025
167.0000,167.0000,167.0000,167.0000,167.0000,167.0000,167.0000,167.0000,167.0000,167.0000,167.0000,167.0000,167.0000,4001,2016,Other,3025
356.0000,356.0000,356.0000,356.0000,356.0000,356.0000,356.0000,356.0000,356.0000,356.0000,356.0000,356.0000,356.0000,4060,2016,Other,3025
144.0000,144.0000,144.0000,144.0000,144.0000,144.0000,144.0000,144.0000,144.0000,144.0000,144.0000,144.0000,144.0000,4003,2016,Other,3025
1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,1069.0000,4021,2016,Other,3025
550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,4021,2016,Other,3027
146.0000,146.0000,146.0000,146.0000,146.0000,146.0000,146.0000,146.0000,146.0000,146.0000,146.0000,146.0000,146.0000,4003,2016,Other,3027
37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,4004,2016,Other,3027
183.0000,183.0000,183.0000,183.0000,183.0000,183.0000,183.0000,183.0000,183.0000,183.0000,183.0000,183.0000,183.0000,4060,2016,Other,3027
169.0000,169.0000,169.0000,169.0000,169.0000,169.0000,169.0000,169.0000,169.0000,169.0000,169.0000,169.0000,169.0000,4001,2016,Other,3027
550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,550.0000,4022,2016,Other,3027
3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,4090,2016,Supplies,3027
3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,3344.0000,4090,2017,Supplies,3027
7319.0000,7319.0000,7319.0000,7319.0000,7319.0000,7319.0000,7319.0000,7319.0000,7319.0000,7319.0000,7319.0000,7319.0000,7319.0000,4020,2016,Sub-contracted Labor,3028
45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,4003,2016,Other,3029
33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,4021,2016,Other,3029
33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,4022,2016,Other,3029
52.0000,52.0000,52.0000,52.0000,52.0000,52.0000,52.0000,52.0000,52.0000,52.0000,52.0000,52.0000,52.0000,4001,2016,Other,3029
11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,4060,2016,Other,3029
318.0000,318.0000,318.0000,318.0000,318.0000,318.0000,318.0000,318.0000,318.0000,318.0000,318.0000,318.0000,318.0000,4090,2016,Supplies,3029
700.0000,700.0000,700.0000,700.0000,700.0000,700.0000,700.0000,700.0000,700.0000,700.0000,700.0000,700.0000,700.0000,4090,2016,Supplies,3030
84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,4022,2016,Other,3031
28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,4060,2016,Other,3031
27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,4001,2016,Other,3031
84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,4021,2016,Other,3031
23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,4003,2016,Other,3031
66.0000,66.0000,66.0000,66.0000,66.0000,66.0000,66.0000,66.0000,66.0000,66.0000,66.0000,66.0000,66.0000,4003,2016,Other,3033
306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,4021,2016,Other,3033
76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,4001,2016,Other,3033
102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,4060,2016,Other,3033
306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,306.0000,4022,2016,Other,3033
297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,4090,2016,Supplies,3033
297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,297.0000,4090,2017,Supplies,3033
35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,4090,2017,Supplies,3034
35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,4090,2016,Supplies,3034
34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,4022,2016,Other,3034
11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,4060,2016,Other,3034
10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,4001,2016,Other,3034
34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,4021,2016,Other,3034
8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,4003,2016,Other,3034
97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,4020,2016,Sub-contracted Labor,3034
4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4003,2016,Other,3036
19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,4021,2016,Other,3036
5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,4001,2016,Other,3036
6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,4060,2016,Other,3036
19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,4022,2016,Other,3036
13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,4090,2016,Supplies,3036
1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,4090,2016,Supplies,3037
1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,1750.0000,4090,2017,Supplies,3037
379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,4022,2016,Other,3037
126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,126.0000,4060,2016,Other,3037
128.0000,128.0000,128.0000,128.0000,128.0000,128.0000,128.0000,128.0000,128.0000,128.0000,128.0000,128.0000,128.0000,4001,2016,Other,3037
379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,379.0000,4021,2016,Other,3037
110.0000,110.0000,110.0000,110.0000,110.0000,110.0000,110.0000,110.0000,110.0000,110.0000,110.0000,110.0000,110.0000,4003,2016,Other,3037
80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,80.0000,4003,2018,Other,3038
260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,4021,2018,Other,3038
93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,93.0000,4001,2018,Other,3038
87.0000,87.0000,87.0000,87.0000,87.0000,87.0000,87.0000,87.0000,87.0000,87.0000,87.0000,87.0000,87.0000,4060,2018,Other,3038
260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,260.0000,4022,2018,Other,3038
649.0000,649.0000,649.0000,649.0000,649.0000,649.0000,649.0000,649.0000,649.0000,649.0000,649.0000,649.0000,649.0000,4090,2018,Supplies,3038
40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,4090,2016,Supplies,3039
25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,4022,2016,Other,3039
40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,4090,2017,Supplies,3039
8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,4060,2016,Other,3039
9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,4001,2016,Other,3039
25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,4021,2016,Other,3039
8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,4003,2016,Other,3039
72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,4003,2016,Other,3040
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,4003,2017,Other,3040
537.0000,537.0000,548.0000,556.0000,561.0000,562.0000,561.0000,556.0000,548.0000,537.0000,523.0000,506.0000,486.0000,4021,2017,Other,3040
435.0000,435.0000,422.0000,408.0000,395.0000,382.0000,368.0000,355.0000,341.0000,328.0000,314.0000,301.0000,288.0000,4020,2017,Sub-contracted Labor,3040
251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,4021,2016,Other,3040
104.0000,104.0000,111.0000,117.0000,123.0000,130.0000,136.0000,142.0000,148.0000,154.0000,160.0000,166.0000,172.0000,4070,2017,Other,3040
83.0000,83.0000,83.0000,83.0000,83.0000,83.0000,83.0000,83.0000,83.0000,83.0000,83.0000,83.0000,83.0000,4001,2016,Other,3040
266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,4090,2017,Supplies,3040
84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,4060,2016,Other,3040
251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000,4022,2016,Other,3040
266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,266.0000,4090,2016,Supplies,3040
126.0000,126.0000,150.0000,175.0000,202.0000,231.0000,532.0000,294.0000,329.0000,365.0000,404.0000,444.0000,486.0000,4022,2017,Other,3040
8190.0000,8190.0000,8156.0000,8122.0000,8087.0000,8053.0000,8019.0000,7984.0000,7950.0000,7916.0000,7882.0000,7847.0000,7813.0000,4000,2017,Other,3040
712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,4090,2016,Supplies,3042
101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,4022,2016,Other,3042
34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,34.0000,4060,2016,Other,3042
712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,712.0000,4090,2017,Supplies,3042
32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,4001,2016,Other,3042
101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,101.0000,4021,2016,Other,3042
205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,4020,2016,Sub-contracted Labor,3042
28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,4003,2016,Other,3042
43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,4090,2016,Supplies,3043
8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,4090,2016,Supplies,3045
1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,4022,2016,Other,3045
778.0000,778.0000,864.0000,951.0000,1037.0000,1124.0000,1210.0000,1297.0000,1383.0000,1527.0000,1687.0000,1855.0000,2031.0000,4022,2017,Other,3045
388.0000,388.0000,388.0000,388.0000,388.0000,388.0000,388.0000,388.0000,388.0000,388.0000,388.0000,388.0000,388.0000,4001,2016,Other,3045
642.0000,642.0000,639.0000,636.0000,634.0000,631.0000,628.0000,626.0000,623.0000,645.0000,670.0000,695.0000,719.0000,4070,2017,Other,3045
8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,8158.0000,4090,2017,Supplies,3045
389.0000,389.0000,389.0000,389.0000,389.0000,389.0000,389.0000,389.0000,389.0000,389.0000,389.0000,389.0000,389.0000,4060,2016,Other,3045
335.0000,335.0000,335.0000,335.0000,335.0000,335.0000,335.0000,335.0000,335.0000,335.0000,335.0000,335.0000,335.0000,4003,2016,Other,3045
86.0000,86.0000,85.0000,85.0000,84.0000,84.0000,84.0000,83.0000,83.0000,83.0000,82.0000,82.0000,82.0000,4003,2017,Other,3045
1819.0000,1819.0000,1762.0000,1706.0000,1650.0000,1594.0000,1538.0000,1482.0000,1426.0000,1370.0000,1314.0000,1258.0000,1202.0000,4020,2017,Sub-contracted Labor,3045
1819.0000,1819.0000,1762.0000,1706.0000,1650.0000,1594.0000,1538.0000,1482.0000,1426.0000,1370.0000,1314.0000,1258.0000,1202.0000,4021,2017,Other,3045
1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,1166.0000,4021,2016,Other,3045
34225.0000,34225.0000,34082.0000,33939.0000,33795.0000,33652.0000,33509.0000,33366.0000,33223.0000,33079.0000,32936.0000,32793.0000,32650.0000,4000,2017,Other,3045
2724.0000,2724.0000,2713.0000,2702.0000,2690.0000,2679.0000,2667.0000,2656.0000,2645.0000,2633.0000,2622.0000,2610.0000,2599.0000,4000,2017,Other,3046
84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,4021,2016,Other,3046
145.0000,145.0000,140.0000,136.0000,131.0000,127.0000,122.0000,118.0000,114.0000,109.0000,105.0000,100.0000,96.0000,4020,2017,Sub-contracted Labor,3046
179.0000,179.0000,182.0000,185.0000,187.0000,187.0000,187.0000,185.0000,182.0000,179.0000,174.0000,168.0000,162.0000,4021,2017,Other,3046
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4003,2017,Other,3046
27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,4003,2016,Other,3046
28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,4060,2016,Other,3046
1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,4090,2016,Supplies,3046
1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,1085.0000,4090,2017,Supplies,3046
35.0000,35.0000,37.0000,39.0000,41.0000,43.0000,45.0000,47.0000,49.0000,51.0000,53.0000,55.0000,57.0000,4070,2017,Other,3046
32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,4001,2016,Other,3046
42.0000,42.0000,50.0000,58.0000,67.0000,77.0000,87.0000,98.0000,109.0000,122.0000,134.0000,148.0000,162.0000,4022,2017,Other,3046
84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,4022,2016,Other,3046
45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,45.0000,4090,2016,Supplies,4013
102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,4090,2016,Supplies,4035
27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,4022,2016,Other,4035
