ID,JobNumber,EmployeeNumber,WorkDate,CategoriesDetailID,RecordTypeID,SequenceNumber,Hours,InTime,OutTime,Lunch,ForceOTToThisJob,PayRate,SpecialPayRate,PaidByCheckID,OvertimeHours,DoubletimeHours,WorkTicketNumber
112147,5011,2850,11/29/2016,1,5,1,7.97,12/30/1899 6:30:00 AM,12/30/1899 2:58:00 PM,0.5,0,8.75,0,13679,0,0,
112148,1055,2950,11/29/2016,1,5,1,1.93,12/30/1899 4:00:00 PM,12/30/1899 5:56:00 PM,0,0,9,0,13692,0,0,
112149,3046,2991,11/29/2016,1,5,1,7.07,12/30/1899 8:28:00 AM,12/30/1899 4:02:00 PM,0.5,0,8.75,0,13705,0,0,
112150,3045,3021,11/29/2016,1,5,1,8,12/30/1899 7:05:00 AM,12/30/1899 3:35:00 PM,0.5,0,9,0,13715,0,0,
112151,3045,3022,11/29/2016,1,5,1,8.02,12/30/1899 7:00:00 AM,12/30/1899 3:31:00 PM,0.5,0,8.5,0,13716,0,0,
112152,3045,3026,11/29/2016,1,5,1,8,12/30/1899 7:00:00 AM,12/30/1899 3:30:00 PM,0.5,0,13.5,0,13719,0,0,
112153,3027,3040,11/29/2016,1,5,1,8.13,12/30/1899 6:21:00 AM,12/30/1899 2:59:00 PM,0.5,0,11,0,13722,0,0,
112154,3000,3052,11/29/2016,1,5,1,7.53,12/30/1899 7:30:00 AM,12/30/1899 3:32:00 PM,0.5,0,8.05,0,13728,0,0,
112155,3045,3070,11/29/2016,1,5,1,8.17,12/30/1899 5:26:00 AM,12/30/1899 2:06:00 PM,0.5,0,8.5,0,13731,0,0,
112156,3016,3143,11/29/2016,1,5,1,8.08,12/30/1899 6:04:00 AM,12/30/1899 2:39:00 PM,0.5,0,14,0,13751,0,0,
112157,1058,3156,11/29/2016,1,8,1,4.15,12/30/1899 5:51:00 PM,12/30/1899 10:00:00 PM,0,0,9,0,13758,0,0,
112158,3000,3162,11/29/2016,1,5,1,7.52,12/30/1899 7:30:00 AM,12/30/1899 3:31:00 PM,0.5,0,8.05,0,13760,0,0,
112159,3008,3173,11/29/2016,1,5,1,0,12/30/1899 5:37:00 PM,,0,0,,0,,0,0,
112160,4500,3174,11/29/2016,9,5,1,7.73,12/30/1899 8:32:00 AM,12/30/1899 4:46:00 PM,0.5,0,18,0,13880,0,0,
112161,3038,3183,11/29/2016,1,5,1,5.02,12/30/1899 8:44:00 AM,12/30/1899 2:15:00 PM,0.5,0,9,0,13770,0,0,
112162,7001,3197,11/29/2016,1,8,1,6,12/30/1899 7:30:00 AM,12/30/1899 2:00:00 PM,0.5,0,9,0,13774,0,0,
112163,3038,3199,11/29/2016,1,5,1,8.43,12/30/1899 6:51:00 AM,12/30/1899 3:47:00 PM,0.5,0,9,0,13775,0,0,
112164,1033,3212,11/29/2016,1,5,1,8.2,12/30/1899 7:48:00 AM,12/30/1899 4:30:00 PM,0.5,0,8.5,0,13785,0,0,
112165,5010,3214,11/29/2016,9,5,1,4.92,12/30/1899 10:35:00 AM,12/30/1899 3:30:00 PM,0,0,9,0,13786,0,0,
112166,3045,3222,11/29/2016,1,5,1,6.43,12/30/1899 8:37:00 AM,12/30/1899 3:33:00 PM,0.5,0,8.5,0,13790,0,0,
112167,3000,3225,11/29/2016,1,5,1,8.08,12/30/1899 6:00:00 AM,12/30/1899 2:35:00 PM,0.5,0,8.05,0,13791,0,0,
112168,4500,3230,11/29/2016,9,5,1,8.05,12/30/1899 8:22:00 AM,12/30/1899 4:55:00 PM,0.5,0,12.5,0,13794,0,0,
112169,1066,3259,11/29/2016,1,8,3,0,12/30/1899,12/30/1899,0,0,,0,,0,0,
112170,1066,3259,11/29/2016,1,8,1,0,12/30/1899,12/30/1899,0,0,,0,,0,0,
112171,3027,3260,11/29/2016,1,8,1,0,12/30/1899,12/30/1899,0,0,,0,,0,0,
112172,3045,3263,11/29/2016,1,5,1,8.23,12/30/1899 6:46:00 AM,12/30/1899 3:30:00 PM,0.5,0,8.5,0,13824,0,0,
112173,5013,9063,11/29/2016,45,8,1,6.38,12/30/1899 9:18:00 AM,12/30/1899 3:41:00 PM,0,0,8.5,0,13435,0,0,
112174,5013,9092,11/29/2016,45,5,2,4.07,12/30/1899 11:18:00 AM,12/30/1899 3:22:00 PM,0,0,8.5,0,13450,0,0,
112175,5013,9093,11/29/2016,45,5,1,1.97,12/30/1899 11:14:00 AM,12/30/1899 1:12:00 PM,0,0,8.5,0,13451,0,0,
112176,3001,607,11/29/2016,1,5,1,8.43,12/30/1899 8:02:00 PM,12/30/1899 4:58:00 AM,0.5,0,10,0,13490,0,0,
112177,3001,643,11/29/2016,1,5,1,5.45,12/30/1899 9:00:00 PM,12/30/1899 2:57:00 AM,0.5,0,8.05,0,13493,0,0,
112178,3001,645,11/29/2016,1,5,2,5.65,12/30/1899 9:00:00 PM,12/30/1899 3:09:00 AM,0.5,0,8.05,0,13494,0,0,
112179,3001,653,11/29/2016,1,5,1,5.5,12/30/1899 7:01:00 PM,12/30/1899 1:01:00 AM,0.5,0,8.05,0,13495,0,0,
112180,3001,656,11/29/2016,1,5,1,7.27,12/30/1899 9:34:00 PM,12/30/1899 5:20:00 AM,0.5,0,18,0,13496,0,0,
112181,3001,682,11/29/2016,1,5,1,7.23,12/30/1899 9:35:00 PM,12/30/1899 5:19:00 AM,0.5,0,8.05,0,13499,0,0,
112182,3001,738,11/29/2016,1,5,1,5.47,12/30/1899 9:00:00 PM,12/30/1899 2:58:00 AM,0.5,0,10,0,13825,0,0,
112183,3001,745,11/29/2016,1,5,1,6.85,12/30/1899 8:49:00 PM,12/30/1899 4:10:00 AM,0.5,0,8.05,0,13500,0,0,
112184,3001,782,11/29/2016,1,5,1,6.78,12/30/1899 8:51:00 PM,12/30/1899 4:08:00 AM,0.5,0,8.05,0,13501,0,0,
112185,3016,826,11/29/2016,1,5,1,8.02,12/30/1899 5:52:00 PM,12/30/1899 2:23:00 AM,0.5,0,8.05,0,13504,0,0,
112186,3001,830,11/29/2016,1,5,1,5.47,12/30/1899 9:00:00 PM,12/30/1899 2:58:00 AM,0.5,0,8.05,0,13506,0,0,
112187,3003,831,11/29/2016,1,5,1,6.72,12/30/1899 8:51:00 PM,12/30/1899 4:04:00 AM,0.5,0,8.05,0,13507,0,0,
112188,3008,907,11/29/2016,1,5,1,6.48,12/30/1899 4:57:00 PM,12/30/1899 11:56:00 PM,0.5,0,10,0,13513,0,0,
112189,3012,999,11/29/2016,1,5,1,8,12/30/1899 5:00:00 PM,12/30/1899 1:30:00 AM,0.5,0,10,0,13514,0,0,
112190,3001,1012,11/29/2016,1,5,1,5.78,12/30/1899 9:23:00 PM,12/30/1899 3:40:00 AM,0.5,0,10,0,13516,0,0,
112191,1032,1020,11/29/2016,1,5,1,5.52,12/30/1899 4:00:00 PM,12/30/1899 10:01:00 PM,0.5,0,10,0,13517,0,0,
112192,3001,1027,11/29/2016,1,5,1,5.87,12/30/1899 9:10:00 PM,12/30/1899 3:32:00 AM,0.5,0,8.05,0,13518,0,0,
112193,3001,1029,11/29/2016,1,5,1,5.53,12/30/1899 7:01:00 PM,12/30/1899 1:03:00 AM,0.5,0,8.05,0,13519,0,0,
112194,3001,1099,11/29/2016,1,5,1,5.63,12/30/1899 9:00:00 PM,12/30/1899 3:08:00 AM,0.5,0,8.05,0,13525,0,0,
112195,3025,1169,11/29/2016,1,5,1,6.63,12/30/1899 5:24:00 PM,12/30/1899 12:32:00 AM,0.5,0,12,0,13527,0,0,
112196,3001,1196,11/29/2016,1,5,1,6.77,12/30/1899 8:52:00 PM,12/30/1899 4:08:00 AM,0.5,0,8.05,0,13530,0,0,
112197,3001,1209,11/29/2016,1,5,1,5.63,12/30/1899 9:00:00 PM,12/30/1899 3:08:00 AM,0.5,0,8.05,0,13531,0,0,
112198,3045,1240,11/29/2016,1,5,1,8.08,12/30/1899 7:37:00 PM,12/30/1899 4:12:00 AM,0.5,0,8.5,0,13533,0,0,
112199,3000,1449,11/29/2016,1,5,1,5,12/30/1899 3:00:00 PM,12/30/1899 8:00:00 PM,0,0,8.05,0,13543,0,0,
112200,3000,1462,11/29/2016,1,5,1,11.22,12/30/1899 7:47:00 AM,12/30/1899 8:00:00 PM,1,0,8.05,0,13544,0,0,
112201,3008,1693,11/29/2016,1,5,1,4.27,12/30/1899 6:49:00 PM,12/30/1899 11:05:00 PM,0,0,8.05,0,13550,0,0,
112202,1041,1704,11/29/2016,1,5,1,6.57,12/30/1899 7:36:00 PM,12/30/1899 2:40:00 AM,0.5,0,9,0,13551,0,0,
112203,3001,1780,11/29/2016,1,5,1,8.02,12/30/1899 7:25:00 PM,12/30/1899 3:56:00 AM,0.5,0,12,0,13552,0,0,
112204,3025,1827,11/29/2016,1,5,1,5.98,12/30/1899 6:00:00 PM,12/30/1899 12:29:00 AM,0.5,0,8.05,0,13554,0,0,
112205,3001,1873,11/29/2016,1,5,1,5.48,12/30/1899 9:09:00 PM,12/30/1899 3:09:00 AM,0.5,0,8.05,0,13555,0,0,
112206,7001,1905,11/29/2016,1,5,1,7.8,12/30/1899 9:57:00 AM,12/30/1899 6:15:00 PM,0.5,0,8.5,0,13557,0,0,
112207,3001,1918,11/29/2016,1,5,1,5.4,12/30/1899 9:21:00 PM,12/30/1899 3:15:00 AM,0.5,0,8.05,0,13558,0,0,
112208,1033,1932,11/29/2016,1,5,1,4.07,12/30/1899 6:00:00 PM,12/30/1899 10:04:00 PM,0,0,9,0,13826,0,0,
112209,3001,1961,11/29/2016,1,5,1,7.67,12/30/1899 6:49:00 PM,12/30/1899 2:59:00 AM,0.5,0,8.05,0,13561,0,0,
112210,3001,1980,11/29/2016,1,5,1,6,12/30/1899 6:52:00 PM,12/30/1899 1:22:00 AM,0.5,0,8.05,0,13563,0,0,
112211,3012,1986,11/29/2016,1,5,1,7.05,12/30/1899 3:57:00 PM,12/30/1899 11:30:00 PM,0.5,0,8.05,0,13564,0,0,
112212,4040,2020,11/29/2016,1,5,1,5,12/30/1899 5:30:00 PM,12/30/1899 11:00:00 PM,0.5,0,10,0,13567,0,0,
112213,3016,2051,11/29/2016,1,5,1,7.12,12/30/1899 6:00:00 PM,12/30/1899 1:37:00 AM,0.5,0,8.05,0,13568,0,0,
112214,3001,2052,11/29/2016,1,5,1,6.02,12/30/1899 6:51:00 PM,12/30/1899 1:22:00 AM,0.5,0,8.05,0,13569,0,0,
112215,3001,2093,11/29/2016,1,5,1,6.43,12/30/1899 8:52:00 PM,12/30/1899 3:48:00 AM,0.5,0,8.05,0,13572,0,0,
112216,3001,2099,11/29/2016,1,5,1,5.67,12/30/1899 8:50:00 PM,12/30/1899 3:00:00 AM,0.5,0,8.05,0,13573,0,0,
112217,3000,2109,11/29/2016,1,5,1,6.52,12/30/1899 2:00:00 PM,12/30/1899 9:01:00 PM,0.5,0,8.05,0,13574,0,0,
112218,3008,2128,11/29/2016,1,5,1,6,12/30/1899 4:21:00 PM,12/30/1899 10:51:00 PM,0.5,0,8.05,0,13576,0,0,
112219,3001,2170,11/29/2016,1,5,1,5.58,12/30/1899 9:00:00 PM,12/30/1899 3:05:00 AM,0.5,0,8.05,0,13578,0,0,
112220,3001,2172,11/29/2016,1,5,1,6.87,12/30/1899 7:57:00 PM,12/30/1899 3:19:00 AM,0.5,0,8.5,0,13579,0,0,
112221,3008,2176,11/29/2016,1,5,1,6.05,12/30/1899 4:54:00 PM,12/30/1899 11:27:00 PM,0.5,0,8.05,0,13580,0,0,
112222,3017,2201,11/29/2016,1,5,1,3.15,12/30/1899 6:00:00 PM,12/30/1899 9:09:00 PM,0,0,9,0,13584,0,0,
112223,903001,2201,11/29/2016,1,8,1,4.73,12/30/1899 9:09:00 PM,12/30/1899 2:23:00 AM,0.5,0,9,0,13584,0,0,
112224,3000,2204,11/29/2016,1,5,1,5,12/30/1899 3:00:00 PM,12/30/1899 8:00:00 PM,0,0,8.05,0,13585,0,0,
112225,4040,2229,11/29/2016,1,5,1,3.97,12/30/1899 7:00:00 PM,12/30/1899 10:58:00 PM,0,0,9,0,13588,0,0,
112226,3016,2282,11/29/2016,1,5,1,8.05,12/30/1899 2:30:00 PM,12/30/1899 11:03:00 PM,0.5,0,8.05,0,13592,0,0,
112227,3001,2305,11/29/2016,1,5,1,8.05,12/30/1899 7:04:00 PM,12/30/1899 3:37:00 AM,0.5,0,8.05,0,13595,0,0,
112228,1053,2306,11/29/2016,1,5,1,4.03,12/30/1899 2:46:00 PM,12/30/1899 6:48:00 PM,0,0,9,0,13596,0,0,
112229,3012,2307,11/29/2016,1,5,1,7.97,12/30/1899 5:00:00 PM,12/30/1899 1:28:00 AM,0.5,0,9,0,13597,0,0,
112230,3040,2333,11/29/2016,1,8,1,8.1,12/30/1899 7:54:00 AM,12/30/1899 4:30:00 PM,0.5,0,10,0,13598,0,0,
112231,3001,2338,11/29/2016,1,5,1,7.3,12/30/1899 6:49:00 PM,12/30/1899 2:37:00 AM,0.5,0,8.05,0,13599,0,0,
112232,3001,2341,11/29/2016,1,5,1,7.67,12/30/1899 6:50:00 PM,12/30/1899 3:00:00 AM,0.5,0,8.05,0,13600,0,0,
112233,4035,2344,11/29/2016,1,5,1,4,12/30/1899 5:29:00 PM,12/30/1899 9:29:00 PM,0,0,8.05,0,13601,0,0,
112234,5011,2359,11/29/2016,1,5,1,6.55,12/30/1899 5:57:00 PM,12/30/1899 1:00:00 AM,0.5,0,12,0,13602,0,0,
112235,5011,2365,11/29/2016,1,5,1,8.02,12/30/1899 5:33:00 PM,12/30/1899 2:04:00 AM,0.5,0,10,0,13603,0,0,
112236,1051,2370,11/29/2016,1,5,1,5.08,12/30/1899 6:00:00 PM,12/30/1899 11:05:00 PM,0,0,8.75,0,13605,0,0,
112237,3001,2376,11/29/2016,1,5,1,5.63,12/30/1899 9:54:00 PM,12/30/1899 4:02:00 AM,0.5,0,8.05,0,13607,0,0,
112238,3008,2379,11/29/2016,1,5,1,5.67,12/30/1899 5:13:00 PM,12/30/1899 11:23:00 PM,0.5,0,8.05,0,13608,0,0,
112239,3001,2381,11/29/2016,1,5,1,6.83,12/30/1899 8:50:00 PM,12/30/1899 4:10:00 AM,0.5,0,8.05,0,13609,0,0,
112240,3001,2400,11/29/2016,1,5,1,5.53,12/30/1899 9:00:00 PM,12/30/1899 3:02:00 AM,0.5,0,8.05,0,13611,0,0,
112241,3001,2401,11/29/2016,1,5,1,5.47,12/30/1899 9:00:00 PM,12/30/1899 2:58:00 AM,0.5,0,8.05,0,13612,0,0,
112242,1033,2426,11/29/2016,1,5,1,4.2,12/30/1899 5:52:00 PM,12/30/1899 10:04:00 PM,0,0,12,0,13615,0,0,
112243,1003,2458,11/29/2016,1,5,1,7.4,12/30/1899 5:31:00 PM,12/30/1899 1:25:00 AM,0.5,0,10,0,13616,0,0,
112244,3012,2487,11/29/2016,1,5,1,7.98,12/30/1899 5:00:00 PM,12/30/1899 1:29:00 AM,0.5,0,8.05,0,13619,0,0,
112245,3027,2508,11/29/2016,1,5,1,8.02,12/30/1899 2:30:00 PM,12/30/1899 11:01:00 PM,0.5,0,9.25,0,13623,0,0,
112246,1051,2510,11/29/2016,1,8,1,5.23,12/30/1899 6:00:00 PM,12/30/1899 11:14:00 PM,0,0,10,0,13624,0,0,
112247,3000,2570,11/29/2016,1,5,1,5.02,12/30/1899 3:00:00 PM,12/30/1899 8:01:00 PM,0,0,8.05,0,13627,0,0,
112248,3001,2571,11/29/2016,1,5,1,5.77,12/30/1899 8:48:00 PM,12/30/1899 3:04:00 AM,0.5,0,8.05,0,13628,0,0,
112249,3001,2576,11/29/2016,1,5,1,5.53,12/30/1899 9:00:00 PM,12/30/1899 3:02:00 AM,0.5,0,8.05,0,13630,0,0,
112250,3001,2578,11/29/2016,1,5,1,5.63,12/30/1899 9:54:00 PM,12/30/1899 4:02:00 AM,0.5,0,8.05,0,13631,0,0,
112251,4040,2601,11/29/2016,1,5,1,3.98,12/30/1899 7:00:00 PM,12/30/1899 10:59:00 PM,0,0,9,0,13633,0,0,
112252,3000,2609,11/29/2016,1,8,1,4.5,12/30/1899 3:00:00 PM,12/30/1899 7:30:00 PM,0,0,8.05,0,13634,0,0,
112253,3001,2612,11/29/2016,1,5,1,5.55,12/30/1899 9:00:00 PM,12/30/1899 3:03:00 AM,0.5,0,8.05,0,13635,0,0,
112254,3027,2614,11/29/2016,1,5,1,8,12/30/1899 2:30:00 PM,12/30/1899 11:00:00 PM,0.5,0,8.75,0,13637,0,0,
112255,3001,2623,11/29/2016,1,5,1,5.48,12/30/1899 9:00:00 PM,12/30/1899 2:59:00 AM,0.5,0,8.05,0,13639,0,0,
112256,3025,2634,11/29/2016,1,5,1,6.1,12/30/1899 5:51:00 PM,12/30/1899 12:27:00 AM,0.5,0,8.05,0,13642,0,0,
112257,3001,2641,11/29/2016,1,5,1,6.7,12/30/1899 7:49:00 PM,12/30/1899 3:01:00 AM,0.5,0,9,0,13644,0,0,
112258,1058,2644,11/29/2016,1,5,1,4.17,12/30/1899 5:51:00 PM,12/30/1899 10:01:00 PM,0,0,9,0,13645,0,0,
112259,1057,2661,11/29/2016,1,5,1,4.57,12/30/1899 6:30:00 PM,12/30/1899 11:04:00 PM,0,0,10,0,13648,0,0,
112260,1056,2661,11/29/2016,1,8,1,1.18,12/30/1899 11:06:00 PM,12/30/1899 12:17:00 AM,0,0,10,0,13648,0,0,
112261,3001,2682,11/29/2016,1,5,1,7.55,12/30/1899 6:53:00 PM,12/30/1899 2:56:00 AM,0.5,0,10,0,13649,0,0,
112262,3001,2684,11/29/2016,1,5,1,6.68,12/30/1899 7:26:00 PM,12/30/1899 2:37:00 AM,0.5,0,8.05,0,13650,0,0,
112263,1066,2704,11/29/2016,1,8,1,5.13,12/30/1899 6:19:00 PM,12/30/1899 11:57:00 PM,0.5,0,9,0,13653,0,0,
112264,1066,2704,11/29/2016,1,8,2,0,12/30/1899,12/30/1899,0,0,,0,,0,0,
112265,3001,2730,11/29/2016,1,5,1,6.07,12/30/1899 6:53:00 PM,12/30/1899 1:27:00 AM,0.5,0,10,0,13656,0,0,
112266,3017,2738,11/29/2016,1,8,1,4,12/30/1899 5:54:00 PM,12/30/1899 9:54:00 PM,,0,8.5,0,13659,0,0,
112267,5011,2741,11/29/2016,1,5,1,7.88,12/30/1899 5:36:00 PM,12/30/1899 1:59:00 AM,0.5,0,9,0,13660,0,0,
112268,3000,2752,11/29/2016,1,5,1,6.5,12/30/1899 2:00:00 PM,12/30/1899 9:00:00 PM,0.5,0,9,0,13662,0,0,
112269,5011,2767,11/29/2016,1,5,1,7.98,12/30/1899 5:34:00 PM,12/30/1899 2:03:00 AM,0.5,0,8.75,0,13663,0,0,
112270,5011,2767,11/30/2016,1,8,1,0,,,0,0,,0,,0,0,
112271,1058,2769,11/29/2016,1,8,2,0,12/30/1899,12/30/1899,0,0,,0,,0,0,
112272,3046,2770,11/29/2016,1,8,1,5.22,12/30/1899 4:18:00 PM,12/30/1899 9:31:00 PM,0,0,10,0,13666,0,0,
112273,3001,2781,11/29/2016,1,5,1,5.7,12/30/1899 8:48:00 PM,12/30/1899 3:00:00 AM,0.5,0,8.05,0,13669,0,0,
112274,3001,2783,11/29/2016,1,5,1,7.17,12/30/1899 5:57:00 PM,12/30/1899 1:37:00 AM,0.5,0,8.05,0,13670,0,0,
112275,1032,2784,11/29/2016,1,5,1,5.52,12/30/1899 4:00:00 PM,12/30/1899 10:01:00 PM,0.5,0,8.5,0,13671,0,0,
112276,3038,2789,11/29/2016,1,5,1,6.4,12/30/1899 3:00:00 PM,12/30/1899 9:54:00 PM,0.5,0,9,0,13672,0,0,
112277,3003,2844,11/29/2016,1,5,1,6.12,12/30/1899 9:23:00 PM,12/30/1899 4:00:00 AM,0.5,0,8.05,0,13676,0,0,
112278,5011,2848,11/29/2016,1,5,1,8,12/30/1899 3:30:00 PM,12/30/1899,0.5,0,8.75,0,13678,0,0,
112279,5011,2856,11/29/2016,1,5,2,8.1,12/30/1899 5:25:00 PM,12/30/1899 2:01:00 AM,0.5,0,8.75,0,13680,0,0,
112280,1057,2857,11/29/2016,1,5,1,4.07,12/30/1899 6:00:00 PM,12/30/1899 10:04:00 PM,0,0,8.75,0,13681,0,0,
112281,1065,2858,11/29/2016,1,5,1,3.62,12/30/1899 6:00:00 PM,12/30/1899 9:37:00 PM,0,0,9,0,13682,0,0,
112282,3027,2887,11/29/2016,1,5,1,7.98,12/30/1899 2:30:00 PM,12/30/1899 10:59:00 PM,0.5,0,8.75,0,13684,0,0,
112283,3025,2888,11/29/2016,1,5,1,6.25,12/30/1899 5:46:00 PM,12/30/1899 12:31:00 AM,0.5,0,8.05,0,13685,0,0,
112284,1070,2890,11/29/2016,1,8,1,1.98,12/30/1899 8:00:00 PM,12/30/1899 9:59:00 PM,0,0,9,0,13686,0,0,
112285,1003,2924,11/29/2016,1,5,1,5.67,12/30/1899 6:58:00 PM,12/30/1899 1:08:00 AM,0.5,0,8.45,0,13687,0,0,
112286,1058,2940,11/29/2016,1,8,1,8.02,12/30/1899 1:30:00 PM,12/30/1899 10:01:00 PM,0.5,0,12,0,13689,0,0,
112287,5011,2948,11/29/2016,1,5,1,8,12/30/1899 3:30:00 PM,12/30/1899,0.5,0,8.75,0,13690,0,0,
112288,1057,2950,11/29/2016,1,5,1,4.08,12/30/1899 6:00:00 PM,12/30/1899 10:05:00 PM,0,0,9,0,13692,0,0,
112289,1056,2950,11/29/2016,1,8,1,1,12/30/1899 10:18:00 PM,12/30/1899 11:18:00 PM,0,0,9,0,13692,0,0,
112290,3012,2951,11/29/2016,1,5,1,5.9,12/30/1899 7:06:00 PM,12/30/1899 1:30:00 AM,0.5,0,8.05,0,13693,0,0,
112291,3001,2963,11/29/2016,1,5,1,5.65,12/30/1899 9:00:00 PM,12/30/1899 3:09:00 AM,0.5,0,8.05,0,13697,0,0,
112292,1066,2964,11/29/2016,1,5,1,8.02,12/30/1899 4:01:00 PM,12/30/1899 12:32:00 AM,0.5,0,9,0,13698,0,0,
112293,3046,2968,11/29/2016,1,8,1,5.2,12/30/1899 4:19:00 PM,12/30/1899 9:31:00 PM,0,0,9,0,13699,0,0,
112294,3001,2976,11/29/2016,1,5,1,5.88,12/30/1899 9:09:00 PM,12/30/1899 3:32:00 AM,0.5,0,8.05,0,13700,0,0,
112295,3025,2981,11/29/2016,1,5,1,6.22,12/30/1899 5:47:00 PM,12/30/1899 12:30:00 AM,0.5,0,8.05,0,13701,0,0,
112296,1066,2982,11/29/2016,1,5,1,7.95,12/30/1899 5:50:00 PM,12/30/1899 2:17:00 AM,0.5,0,9,0,13702,0,0,
112297,3043,2989,11/29/2016,1,8,1,4.18,12/30/1899 5:48:00 PM,12/30/1899 9:59:00 PM,0,0,9,0,13703,0,0,
112298,1051,2990,11/29/2016,1,5,1,4.47,12/30/1899 6:32:00 PM,12/30/1899 11:00:00 PM,0,0,9,0,13704,0,0,
112299,3045,2999,11/29/2016,1,5,1,8.03,12/30/1899 9:29:00 PM,12/30/1899 6:01:00 AM,0.5,0,8.5,0,13706,0,0,
112300,3045,3005,11/29/2016,1,5,1,7.98,12/30/1899 9:33:00 PM,12/30/1899 6:02:00 AM,0.5,0,8.5,0,13708,0,0,
112301,3045,3008,11/29/2016,1,5,1,8.47,12/30/1899 7:56:00 PM,12/30/1899 4:54:00 AM,0.5,0,8.5,0,13709,0,0,
112302,3045,3009,11/29/2016,1,5,1,7.98,12/30/1899 9:33:00 PM,12/30/1899 6:02:00 AM,0.5,0,8.5,0,13710,0,0,
112303,3045,3010,11/29/2016,1,5,1,8.5,12/30/1899 7:55:00 PM,12/30/1899 4:55:00 AM,0.5,0,8.5,0,13711,0,0,
112304,3045,3013,11/29/2016,1,5,1,8.05,12/30/1899 9:28:00 PM,12/30/1899 6:01:00 AM,0.5,0,8.5,0,13712,0,0,
112305,3045,3014,11/29/2016,1,5,1,8,12/30/1899 9:32:00 PM,12/30/1899 6:02:00 AM,0.5,0,8.5,0,13713,0,0,
112306,3037,3028,11/29/2016,1,5,1,8,12/30/1899 3:30:00 PM,12/30/1899,0.5,0,8.75,0,13720,0,0,
112307,3001,3030,11/29/2016,1,5,1,5.53,12/30/1899 9:00:00 PM,12/30/1899 3:02:00 AM,0.5,0,8.05,0,13721,0,0,
112308,3000,3048,11/29/2016,1,5,1,5.02,12/30/1899 3:00:00 PM,12/30/1899 8:01:00 PM,0,0,8.05,0,13726,0,0,
112309,3027,3051,11/29/2016,1,5,1,8,12/30/1899 2:30:00 PM,12/30/1899 11:00:00 PM,0.5,0,8.75,0,13727,0,0,
112310,3045,3071,11/29/2016,1,5,1,8.03,12/30/1899 9:28:00 PM,12/30/1899 6:00:00 AM,0.5,0,8.5,0,13732,0,0,
112311,3001,3074,11/29/2016,1,5,1,5.73,12/30/1899 8:50:00 PM,12/30/1899 3:04:00 AM,0.5,0,8.05,0,13733,0,0,
112312,3001,3078,11/29/2016,1,5,1,5.7,12/30/1899 8:50:00 PM,12/30/1899 3:02:00 AM,0.5,0,8.05,0,13734,0,0,
112313,3001,3080,11/29/2016,1,5,1,5.7,12/30/1899 8:49:00 PM,12/30/1899 3:01:00 AM,0.5,0,8.05,0,13736,0,0,
112314,903000,3082,11/29/2016,1,8,1,7.1,12/30/1899 1:24:00 PM,12/30/1899 9:00:00 PM,0.5,0,8.05,0,13737,0,0,
112315,3045,3087,11/29/2016,1,5,1,8.07,12/30/1899 9:31:00 PM,12/30/1899 6:05:00 AM,0.5,0,12,0,13738,0,0,
112316,1053,3095,11/29/2016,1,5,1,5.02,12/30/1899 4:36:00 PM,12/30/1899 10:07:00 PM,0.5,0,11,0,13739,0,0,
112317,3042,3098,11/29/2016,1,5,1,4.22,12/30/1899 5:47:00 PM,12/30/1899 10:00:00 PM,0,0,9,0,13740,0,0,
112318,3001,3099,11/29/2016,1,5,1,5.73,12/30/1899 8:47:00 PM,12/30/1899 3:01:00 AM,0.5,0,8.05,0,13741,0,0,
112319,3001,3101,11/29/2016,1,5,1,5.73,12/30/1899 8:49:00 PM,12/30/1899 3:03:00 AM,0.5,0,8.05,0,13742,0,0,
112320,3037,3105,11/29/2016,1,5,1,8.03,12/30/1899 3:03:00 PM,12/30/1899 11:35:00 PM,0.5,0,9.25,0,13743,0,0,
112321,3045,3110,11/29/2016,1,5,1,8.13,12/30/1899 8:13:00 PM,12/30/1899 4:51:00 AM,0.5,0,8.5,0,13744,0,0,
112322,3037,3118,11/29/2016,1,5,1,8,12/30/1899 3:30:00 PM,12/30/1899,0.5,0,8.75,0,13746,0,0,
112323,5011,3119,11/29/2016,1,5,1,8.02,12/30/1899 5:28:00 PM,12/30/1899 1:59:00 AM,0.5,0,8.75,0,13747,0,0,
112324,3045,3120,11/29/2016,1,5,1,8.13,12/30/1899 8:13:00 PM,12/30/1899 4:51:00 AM,0.5,0,8.5,0,13748,0,0,
112325,3042,3133,11/29/2016,1,5,1,5,12/30/1899 5:30:00 PM,12/30/1899 10:30:00 PM,0,0,10,0,13749,0,0,
112326,3006,3138,11/29/2016,1,5,1,6.08,12/30/1899 5:57:00 PM,12/30/1899 12:32:00 AM,0.5,0,8.05,0,13750,0,0,
112327,1066,3145,11/29/2016,1,5,1,5.23,12/30/1899 5:58:00 PM,12/30/1899 11:42:00 PM,0.5,0,9,0,13752,0,0,
112328,3043,3148,11/29/2016,1,8,1,4.03,12/30/1899 6:00:00 PM,12/30/1899 10:02:00 PM,0,0,9,0,13753,0,0,
112329,3001,3150,11/29/2016,1,5,1,5.63,12/30/1899 8:48:00 PM,12/30/1899 2:56:00 AM,0.5,0,8.05,0,13754,0,0,
112330,3016,3152,11/29/2016,1,5,1,7.9,12/30/1899 6:00:00 PM,12/30/1899 2:24:00 AM,0.5,0,8.05,0,13755,0,0,
